source_dataset,account_id,label,quality_flag,feature_completeness,username,display_name,description,location,lang,created_at,account_age_days,followers_count,following_count,followers_following_ratio,tweet_count,tweets_per_day,listed_count,favourites_count,verified,default_profile,default_profile_image,description_length,username_length
Twitter Bot Training Data 2,8.29E+17,1,ok,1.0,FollowNoire,FREE FOLLOW-READ BIO,"You dont have to follow this account, Just follow this one @LethargicJOE to get your free follow ;) Thanks!",,en,Wed Feb 08 10:22:57 +0000 2017,50,189,366,0.5149863760217984,36,0.72,0,1,False,True,False,107,11
Twitter Bot Training Data 2,3262004991,1,ok,1.0,MltplSclppr,MS Papers,,,en,5/16/2015 16:32,684,166,1,83.0,17017,24.878654970760238,24,0,False,False,False,0,11
Twitter Bot Training Data 2,2986319204,1,ok,1.0,theDesireBot,Desire Bot,"Twitter bot, posting tweets starting with 'I just want...' + random Flickr image. Updates 2x per hour. // Made by @avoision, powered by everyone else.",,en,Sat Jan 17 01:58:53 +0000 2015,803,136,1,68.0,34446,42.89663760896637,21,5,False,False,False,150,12
Twitter Bot Training Data 2,3304794002,1,ok,1.0,VillanelleBot,Villanelle Bot,"Poems in the villanelle form, using random Twitter posts. // I tweet to rhyme, and take my tweeting slow. // Built by @avoision, powered by everyone else.",,en,8/3/2015 4:05,605,100,1,50.0,6605,10.917355371900827,19,257,False,True,False,154,13
Twitter Bot Training Data 2,208881789,1,ok,1.0,USPRI,Matt Sullivan,,"Washington, DC",en,28/10/2010 3:22,2345,98,274,0.3563636363636364,37,0.0157782515991471,7,1,False,False,False,0,5
Twitter Bot Training Data 2,2415155167,1,ok,1.0,ideabot,Idea Bot,Everyone has an idea for a twitter bot. (via @stefanhayden),nyc,en,Fri Mar 28 01:31:10 +0000 2014,1098,90,1,45.0,6703,6.104735883424408,20,4,False,True,False,59,7
Twitter Bot Training Data 2,2579601960,1,ok,1.0,BadArtThief,Bad ArtThief,"What's it like to be an international art thief? Well, let me tell you! It's... well... um... I'll let you know after this heist. #botALLY by @mattlaschneider",Secret Art Thief Hideout,en,Sat Jun 21 01:57:04 +0000 2014,1013,7,0,7.0,5669,5.596248766041461,8,0,False,False,False,158,11
Twitter Bot Training Data 2,3121911275,1,ok,1.0,fuckingbard,The Fucking Bard,"Excerpts from Shakespeare's works randomly selected, then sprinkled with fucks. Longer excerpts here: http://t.co/CNwtEVVDfs A bot by @deathmtn.",Stratford-upon-Fucking-Avon,en,Fri Mar 27 18:17:29 +0000 2015,734,292,1,146.0,1958,2.667574931880109,26,0,False,False,False,144,11
Twitter Bot Training Data 2,2802867446,1,ok,1.0,pixelsorter,Pixel Sorter,created by @wayspurrchen. learn how to use me at http://t.co/YOSQRJhPkk!,internet,en,Thu Sep 11 02:35:10 +0000 2014,931,4198,3,1049.5,158639,170.39634801288938,313,15,False,True,False,72,11
Twitter Bot Training Data 2,2209425018,1,ok,1.0,ThreeCourseMeal,Three Course Meal,Serving the finest in artisanal cuisine for the perfect dining experience,That fancy place downtown,en,Fri Nov 22 19:10:04 +0000 2013,1224,60,0,60.0,1476,1.2058823529411764,19,0,False,True,False,73,15
Twitter Bot Training Data 2,8.41E+17,1,ok,1.0,Keifer67684948,Keifer,,,en,12/3/2017 19:19,-248,1,74,0.013333333333333334,1,1.0,0,0,False,True,True,0,14
Twitter Bot Training Data 2,2148047569,1,ok,1.0,artassignbot,Art Assignment Bot,Reply with finished assignments!,,en,Tue Oct 22 00:20:28 +0000 2013,1255,4355,2,1451.6666666666667,26381,21.020717131474104,194,3,False,False,False,32,12
Twitter Bot Training Data 2,2870071360,1,ok,1.0,botsummittalks,Bot Summit Talks,"Didn't get enough #botsummit? Here's some more talks! Templates by @IAmAboutUs, @cblgh, and @beaugunderson",,en,Mon Nov 10 03:42:21 +0000 2014,871,74,0,74.0,4415,5.068886337543054,121,0,False,True,False,106,14
Twitter Bot Training Data 2,8.23E+17,1,ok,1.0,ZinaJ26,ZinaJ26,"We make and sell premium organic chocolate using fine, ethically sourced ingredients. Tweeting from our London HQ.","White city, UT, USA",en,1/23/2017 7:27,66,3,270,0.01107011070110701,22,0.3333333333333333,0,19,False,True,False,114,7
Twitter Bot Training Data 2,7.81E+17,1,ok,1.0,zopuolond93,zopuolond93,"Appin Technology Labs,provides training in Information Security,Embedded Robotics, Programming (Microsoft .NET, Java,PHP), Networking n many more.","Osprey, FL, USA",en,9/27/2016 1:37,184,3,631,0.004746835443037975,177,0.9619565217391304,0,115,False,True,False,146,11
Twitter Bot Training Data 2,2796267913,1,ok,1.0,eAgreeTeam,The e-Agree Team,,"Washington, DC",en,9/7/2014 16:35,935,9,93,0.09574468085106383,8,0.0085561497326203,0,0,False,True,False,0,10
Twitter Bot Training Data 2,541429153,1,ok,1.0,EnjoyTheFilm,Enjoy The Film!,I love movies!,"Hollywood, CA",en,3/31/2012 6:56,1825,263,13,18.785714285714285,452,0.2476712328767123,16,0,False,False,False,14,12
Twitter Bot Training Data 2,7.94E+17,1,ok,1.0,_DJ_3000_,DJ 3000,How does he keep up with the news like that? #botALLY,KBBL Studio,en,Wed Nov 02 02:54:26 +0000 2016,148,8,0,8.0,528,3.5675675675675675,4,0,False,True,False,53,9
Twitter Bot Training Data 2,7.45E+17,1,ok,1.0,sunsetonari,acc in bio,"free follow from @octloveslukey, go follow her for more",,tr,Tue Jun 21 10:37:05 +0000 2016,282,30,564,0.05309734513274336,22,0.0780141843971631,0,5,False,True,False,55,11
Twitter Bot Training Data 2,3226543356,1,ok,1.0,infinitedeserts,infinite deserts_ìö__,"an infinity of deserts, each more infinite than the last. bot mapped by @getdizzzy",the desert,en,Mon May 25 22:27:56 +0000 2015,675,5528,117,46.847457627118644,5201,7.705185185185186,197,71,False,False,False,82,15
Twitter Bot Training Data 2,7.93E+17,1,ok,1.0,jonttxoxoa,jonttxoxoa,"Chairman of the Kofi Annan Foundation, Nobel Peace Prize laureate. Tweets from Kofi Annan are signed KA.","Chandler city, OK, USA",en,10/29/2016 23:08,152,1,495,0.0020161290322580645,97,0.6381578947368421,0,87,False,True,False,104,10
Twitter Bot Training Data 2,2680283464,1,ok,1.0,emojidreams,emojidreams,‰_•ü dreams in emoji ‰_•ü made by @fredbenenson ‰_•ü background header by Liza Nelson ‰_•ü,,en,Sun Jul 06 19:05:40 +0000 2014,998,274,2,91.33333333333333,15340,15.370741482965933,14,21,False,True,False,98,11
Twitter Bot Training Data 2,2367499014,1,ok,1.0,CutePetsDenver,Denver Pets,"We are adorable & adoptable Denver Pets! If you can provide a loving home, call the Denver Animal Shelter (720) 913-1311 & mention my animal ID for more info.","Denver, Colorado",en,Sat Mar 01 19:17:58 +0000 2014,1125,1640,26,60.74074074074074,19151,17.02311111111111,20,14,False,False,False,158,14
Twitter Bot Training Data 2,2540754536,1,ok,1.0,porcadapalabra,por cada palabra,Tuiteo cada palabra del idioma espaÌ±ol. La tarea terminarÌÁ en el 2019.,,en,Mon Jun 02 04:40:39 +0000 2014,1032,689,4,137.8,46115,44.685077519379846,35,1,False,False,False,72,14
Twitter Bot Training Data 2,819416797354954752,1,ok,1.0,MelPogoMap,Melbourne PokŽ Alert,Rare and strong PokŽmon in Melbourne. See more PokŽmon at https://t.co/AIfJgXLtG7,"Melbourne, VIC",en,Thu Jan 12 05:32:43 +0000 2017,77,647,0,647.0,75704,983.1688311688312,7,3,False,True,False,81,10
Twitter Bot Training Data 2,2282369803,1,ok,1.0,SimGenerator,Simulator Generator,Automatically making box art for exciting new job simulator games! Smashes together various sources of datums + ImageMagick. An @OptimistPanda production.,Request queue: CLOSED,en,Wed Jan 08 16:24:58 +0000 2014,1177,1870,4,374.0,16468,13.991503823279524,102,3,False,True,False,154,12
Twitter Bot Training Data 2,8.03E+17,1,ok,1.0,suaj30,suaj30,"Finance Minister, Minister of Corporate Affairs and Minister of Information and Broadcasting, Government of India","Wheeler AFB, HI, USA",en,11/27/2016 22:54,123,2,316,0.006309148264984227,31,0.2520325203252032,0,22,False,True,False,113,6
Twitter Bot Training Data 2,2588364937,1,ok,1.0,YouAreCarrying,YOU ARE CARRYING:,@YouAreCarrying i or inventory for a list of items. Share your labeled drawings with #iamcarrying. By @avestal.,Great Underground Empire,en,Wed Jun 25 22:38:07 +0000 2014,1009,3523,2726,1.291895856252292,18407,18.242814667988107,142,32,False,False,False,111,14
Twitter Bot Training Data 2,7.99E+17,1,ok,1.0,Hollon1120,Lorine Hollon,"All Tins Zombie. Art, Culture, andNews.",,en,Wed Nov 16 23:33:08 +0000 2016,134,0,10,0.0,79,0.5895522388059702,0,56,False,True,False,39,10
Twitter Bot Training Data 2,8.03E+17,1,ok,1.0,zackeryssuperz,Zackery Simmons,"The people who are crazy enough to think they can change the world, are the ones who do :)","Startex, SC, USA",en,11/28/2016 2:08,122,2,362,0.005509641873278237,39,0.319672131147541,0,34,False,True,False,90,14
Twitter Bot Training Data 2,2902044872,1,ok,1.0,RNAi_papers,RNAi papers,Twitter bot searching the web for new journal articles on #RNAi therapeutics for plants and animals,Belfast,en,11/16/2014 20:50,865,33,13,2.357142857142857,1136,1.3132947976878613,10,0,False,True,True,99,11
Twitter Bot Training Data 2,393818147,1,ok,1.0,mrsfishsfunkys,jaime fisher,,,en,10/19/2011 3:44,1989,7,30,0.22580645161290322,2,0.0010055304172951,0,0,False,True,False,0,14
Twitter Bot Training Data 2,3250687101,1,ok,1.0,LilSpellbook,Lil Spellbook,Gentle spells to help you. Say 'request' to me and I'll write it into my grimoire; say 'ritual' with spell records and I'll retweet. Witch-coder: @harrygiles,Avalon,en,Wed May 13 08:23:51 +0000 2015,687,570,0,570.0,5096,7.417758369723435,40,1,False,False,False,157,12
Twitter Bot Training Data 2,7.95E+17,1,ok,1.0,theIntialCommit,_theInitialCommit,An exploration of the people behind the projects. Each post is an interview with a member of the open source community. By @johnjones4 and @Maddison_Long,"Washington, DC",en,11/6/2016 23:27,144,993,4992,0.1988784298017224,108,0.75,20,8,False,False,False,153,15
Twitter Bot Training Data 2,2214694938,1,ok,1.0,brainchatbot,Brain Bot,A chat bot trying to become the most intelligent bot on the Internet. Can answer any What is question by looking up the answer on the Internet.,,en,11/25/2013 21:16,1221,3153,103,30.317307692307693,288368,236.17362817362817,6295,0,False,True,False,143,12
Twitter Bot Training Data 2,7.82E+17,1,ok,1.0,henrysalomonlo1,henry salomon,,,es,9/29/2016 14:44,182,209,578,0.3609671848013817,130,0.7142857142857143,0,29,False,True,False,0,15
Twitter Bot Training Data 2,2161132099,1,ok,1.0,RealHumanPraise,Real Human Praise,"Legitimate reviews from 100% people, every two minutes.",,en,Mon Oct 28 15:38:31 +0000 2013,1249,15659,0,15659.0,849518,680.1585268214571,380,0,False,True,False,55,15
Twitter Bot Training Data 2,2956332441,1,ok,1.0,CarminaO29,CarminaO29,The official Twitter account of the National Basketball Players Association.,"Sharonville, United States",en,1/2/2015 10:05,818,17,1926,0.008822003113648157,369,0.4511002444987775,1,279,False,False,False,76,10
Twitter Bot Training Data 2,8.11E+17,1,ok,1.0,oiltrading_blog,JT,"Trading, oil market and chart analysis","London, England",en,20/12/2016 20:34,100,99,563,0.17553191489361702,46,0.46,1,1,False,True,False,38,15
Twitter Bot Training Data 2,2823681952,1,ok,1.0,rireljbeq,rireljbeq,ROT13 @everyword in the English language. Gnfx jvyy pbzcyrgr va 2021. //åÊaåÊbot byåÊ@inky,,en,Sat Oct 11 21:00:26 +0000 2014,901,34,1,17.0,41492,46.05105438401776,8,0,False,False,False,90,9
Twitter Bot Training Data 2,8.41E+17,1,ok,1.0,lepage155,Justin,,,en,Sun Mar 12 17:23:01 +0000 2017,18,0,37,0.0,0,0.0,0,0,False,True,True,0,9
Twitter Bot Training Data 2,8.32E+17,1,ok,1.0,_OutToSea_,__.-=---=.__*__,I tweet a new horizon view every six hours.  Created by @acgodliman using cheapbotsdonequick. WIP,Everywhere,en,Tue Feb 14 19:00:08 +0000 2017,44,492,14,32.8,107,2.4318181818181817,27,1,False,False,False,97,10
Twitter Bot Training Data 2,2737823912,1,ok,1.0,freefollow20071,free follow,,,en,Sat Aug 16 18:30:15 +0000 2014,957,69,1513,0.04557463672391017,1,0.0010449320794148,0,0,False,True,False,0,15
Twitter Bot Training Data 2,7.94E+17,1,ok,1.0,sitcom_o_matic,50s sitcom pilots,Tweeting the 1950s TV sitcoms that never made it past the pilot stage.  A bot for #NaBoMaMo by @dullthud,,en,Wed Nov 02 20:55:35 +0000 2016,148,6,0,6.0,1066,7.202702702702703,6,0,False,True,False,104,14
Twitter Bot Training Data 2,3131670665,1,ok,1.0,SortingBot,The Sorting Hat Bot,"I'm the Sorting Hat and I'm here to say / I love sorting students in a major way // a bot by @tinysubversions, follow to get sorted!",Hogwarts,en,Fri Apr 03 19:27:31 +0000 2015,727,43536,1,21768.0,104405,143.61072902338378,131,1,False,False,False,132,10
Twitter Bot Training Data 2,15146415,1,ok,1.0,zorinlynx,Lynxius Flufficus,A somewhat geeky South Florida lynx. UNIX kitty. Cyclist. A little weird sometimes... Yes I'm the FluffMUCK Zorin :),"Miami, FL",en,6/17/2008 14:55,3208,712,623,1.141025641025641,38905,12.127493765586037,38,1423,False,False,False,116,9
Twitter Bot Training Data 2,3183086418,1,ok,1.0,TurnsOutBot,Turns Out For Bot,,,en,Sat May 02 16:34:27 +0000 2015,698,153,0,153.0,144271,206.6919770773639,7,0,False,True,True,0,11
Twitter Bot Training Data 2,34961758,1,ok,1.0,randomRTBot,Random Retweet Bot,"I'm a Bot; I randomly retweet a tweet from the public timeline, and... that's just it.",,en,4/24/2009 16:00,2897,119,0,119.0,1761,0.607870210562651,11,0,False,True,False,86,11
Twitter Bot Training Data 2,7.96E+17,1,ok,1.0,ca_props_exe,BotProps,"bot by @ckolderup ‰Û¢ #botALLY ‰Û¢ thanks to #CBDQ ‰Û¢ not real propositions, please consult a voter guide",,en,Tue Nov 08 19:16:53 +0000 2016,142,9,1,4.5,2983,21.007042253521128,9,0,False,False,False,106,12
Twitter Bot Training Data 2,8.41E+17,1,ok,1.0,JackTheAts,JackTheAts,Jacking Famous Ats For 2$. Jacking Normal Ats for RTs,,en,3/13/2017 23:15,17,41,8,4.555555555555555,2,0.1176470588235294,0,0,False,True,False,53,10
Twitter Bot Training Data 2,2434727756,1,ok,1.0,notallbots,oh,tired of fighting the completely necessary fight against mass overgeneralization // by @thricedotted,,en,Wed Apr 09 02:08:16 +0000 2014,1086,213,0,213.0,5685,5.234806629834254,23,0,False,True,False,100,10
Twitter Bot Training Data 2,241202626,1,ok,1.0,solidstateNMR,New SSNMR Papers,"Updated by Luke O'Dell, Senior Lecturer in NMR Spectroscopy at Deakin University, Australia.",,en,1/21/2011 18:14,2260,463,14,30.866666666666667,2754,1.21858407079646,28,4,False,True,False,92,13
Twitter Bot Training Data 2,8.41E+17,1,ok,1.0,Abbeyafb2017,Emmanuel Abbey,,,en,12/3/2017 4:12,-248,17,215,0.0787037037037037,1,1.0,0,0,False,True,False,0,12
Twitter Bot Training Data 2,809557754994106373,1,ok,1.0,PmapAarhus,Poke Alarm Aarhus,,,da,Fri Dec 16 00:36:24 +0000 2016,104,90,22,3.9130434782608696,29724,285.8076923076923,0,0,False,True,False,0,10
Twitter Bot Training Data 2,2236870705,1,ok,1.0,NutcrackerRedux,Nutcracker Redux,Approved future dances for the Tchaikovsky ballet. // by @ibogost,Land of Sweets,en,Mon Dec 09 02:16:25 +0000 2013,1207,93,95,0.96875,23391,19.379453189726597,15,0,False,False,False,65,15
Twitter Bot Training Data 2,2955137072,1,ok,1.0,MindaHjello19,Minda Hayes,Mediehuset 5080,"Hawaiian Paradise Park, USA",en,1/1/2015 17:39,819,20,1867,0.010706638115631691,397,0.4847374847374847,0,286,False,False,False,15,13
Twitter Bot Training Data 2,2293904707,1,ok,1.0,plzasm,Assembly Bot,Tweet me an Intel x86 instruction and I'll assemble it for you! Put #x64 in your tweet for 64-bit code. Created by @RedragonX and @DefuseSec.,USA,en,Thu Jan 16 05:32:14 +0000 2014,1169,153,2,51.0,391,0.3344739093242087,9,3,False,True,False,141,6
Twitter Bot Training Data 2,1945438417,1,ok,1.0,randomchordbot,Random Chord Bot,"A Twitter bot generating random guitar chords, created by @jeffthompson_",,en,Mon Oct 07 23:44:02 +0000 2013,1270,119,1,59.5,18719,14.739370078740157,21,0,False,False,False,72,14
Twitter Bot Training Data 2,2954717074,1,ok,1.0,RylGme,Rylee Garcia,Stevia Corp. (OTCQB: STEV) an farm management  and healthcare company focused on the commercial development of products that support a healthy lifestyle.,"Pennsylvania, USA",en,1/1/2015 11:58,819,27,1928,0.013996889580093312,355,0.4334554334554334,0,314,False,False,False,153,6
Twitter Bot Training Data 2,840739834272575488,1,ok,1.0,SendNudes1099,Send Nudes,,,en,Sun Mar 12 01:42:51 +0000 2017,18,0,25,0.0,0,0.0,0,0,False,True,True,0,13
Twitter Bot Training Data 2,2799462085,1,ok,1.0,ANH_Papers,ANH Papers,I'm a TwitterBot set up to tweet selected papers from PubMed about artificial nutrition and hydration (ANH).,,en,9/9/2014 7:52,933,12,0,12.0,251,0.2690246516613076,4,0,False,True,True,108,10
Twitter Bot Training Data 2,3124663659,1,ok,1.0,PatriciaPlake,Paticia Plake,"Loves Nature, family, learning about people. New writer. Retired musician, teacher, photography studio, commercial pilots license, loves chocolate almonds.","Kansas, USA",en,28/03/2015 20:07,733,978,2104,0.4646080760095012,114,0.155525238744884,3,3,False,False,False,155,13
Twitter Bot Training Data 2,7.79E+17,1,ok,1.0,wildflowersbot,_Ùµ_ÙÎ±wildflowers_ÙÎ__ÙÎ_,im a bot what explores fields of flowers - by @Objelisks,,en,Fri Sep 23 20:29:16 +0000 2016,188,575,0,575.0,4204,22.361702127659573,43,6,False,False,False,56,14
Twitter Bot Training Data 2,8.33E+17,1,ok,1.0,bobbysmith1189,Bobby Smith,teen,,en,Fri Feb 17 18:31:43 +0000 2017,41,1,69,0.014285714285714285,11,0.2682926829268293,0,0,False,True,False,4,14
Twitter Bot Training Data 2,7.32E+17,1,ok,1.0,king_chrisg10,Chris,,,en,Sat Dec 17 23:20:37 +0000 2016,103,0,67,0.0,0,0.0,0,0,False,True,True,0,13
Twitter Bot Training Data 2,2563900087,1,ok,1.0,TinaStreet2,TinaStreet,,,en,6/12/2014 18:36,1022,1514,4218,0.35885280872244607,522,0.5107632093933464,2,523,False,True,False,0,11
Twitter Bot Training Data 2,2792755474,1,ok,1.0,TodayFinally,it's about time,"a tiny twitter program by zach gage. for the full experience, turn on text notifications from me. I tweet once a day at 9am EST.",,en,Mon Sep 29 20:09:29 +0000 2014,913,55,2,18.333333333333332,759,0.8313253012048193,4,0,False,True,False,128,12
Twitter Bot Training Data 2,984234187,1,ok,1.0,NarutoFans_Indo,_Naruto Lovers INA_,Fanbase anime Naruto di Indonesia | Tanya-tanya tinggal mention dengan hashtag #AskNarufindo | cp : 085730327108 /official.narufindo@gmail.com,Di semua desaÊ,en,Sun Dec 02 09:01:04 +0000 2012,1579,41056,304,134.60983606557377,63307,40.093096896770106,39,1009,False,False,False,142,15
Twitter Bot Training Data 2,2569181545,1,ok,1.0,everysnake,every snake,all kinds of snakes. task will complete inåÊ2018. // by @inky,sssssss,en-gb,Sun Jun 15 15:01:07 +0000 2014,1019,2097,4,419.4,47707,46.81746810598626,62,0,False,False,False,61,10
Twitter Bot Training Data 2,2792438832,1,ok,1.0,SlideSource,SlideSource,"An innovative, online slide and presentation management service. Your slides and presentations -- always at your fingertips.",,en,Fri Sep 05 19:06:59 +0000 2014,937,2399,4936,0.48592262507595707,5581,5.95624332977588,147,319,False,False,False,124,11
Twitter Bot Training Data 2,3325527710,1,ok,1.0,thinkpiecebot,Thinkpiece Bot _ÙÎ_,A bot by @NoraReed Patreon: https://t.co/f7OKH9MO9D Tip Jar: https://t.co/KOMoL6IrsM‰Û_ FAQ: https://t.co/Z49vqlFP4x,,en,8/23/2015 3:09,585,27728,65,420.1212121212121,16231,27.745299145299143,589,452,False,False,False,116,13
